Id,SalePrice
2091,111463.5958
2092,123657.7595
2093,152756.9825
2094,118874.5224
2095,137047.1569
2096,74110.32985
2097,108540.1415
2098,129257.5959
2099,72279.71276
2100,95308.48742
2101,119125.4249
2102,116083.6467
2103,112045.9474
2104,127374.8921
2105,137292.5366
2106,75550.25997
2107,215475.7107
2108,106756.204
2109,113876.4341
2110,125048.8238
2111,122294.3651
2112,142712.0844
2113,117473.2517
2114,108249.2131
2115,152820.8544
2116,122252.9199
2117,138031.5983
2118,120613.407
2119,95856.22621
2120,118299.3566
2121,94131.06688
2122,104952.5602
2123,78571.08793
2124,153963.0219
2125,130604.7024
2126,143530.1528
2127,148831.6962
2128,131044.2399
2129,100913.564
2130,125367.6637
2131,152785.8957
2132,104773.8342
2133,111066.9942
2134,127499.1384
2135,99322.25652
2136,71879.66743
2137,117057.9406
2138,127935.5903
2139,149057.7727
2140,141213.3697
2141,142153.3653
2142,123666.8798
2143,136923.9698
2144,137401.2432
2145,132805.9439
2146,157873.9652
2147,133054.9372
2148,127887.6794
2149,137794.1614
2150,204661.3365
2151,120963.5477
2152,200932.6273
2153,172850.5422
2154,111865.228
2155,132833.7534
2156,314018.0284
2157,233175.2132
2158,236844.6758
2159,207461.1864
2160,161744.0939
2161,225420.7559
2162,288871.308
2163,317246.2866
2164,235199.472
2165,177816.9255
2166,151038.3322
2167,225160.0486
2168,184246.1757
2169,201954.1183
2170,219546.3978
2171,150460.2393
2172,137612.9245
2173,141583.1606
2174,232364.7022
2175,265421.9195
2176,298276.2998
2177,243888.4225
2178,202917.7498
2179,137359.303
2180,235761.4568
2181,203495.7589
2182,220450.3056
2183,196138.9587
2184,130829.3446
2185,138329.4878
2186,134416.0008
2187,149293.8966
2188,153559.1207
2189,274647.2064
2190,81432.94147
2191,80815.5858
2192,95643.95405
2193,119023.0072
2194,99184.12846
2195,121881.3312
2196,123777.3103
2197,121552.3404
2198,135886.3284
2199,161953.0539
2200,152586.9645
2201,150295.6004
2202,178351.3028
2203,147007.8306
2204,195045.6684
2205,124722.519
2206,146501.5992
2207,185697.3661
2208,236368.9194
2209,232068.5697
2210,131355.7652
2211,110103.9438
2212,113507.4001
2213,101485.5518
2214,142602.1658
2215,103449.4261
2216,149364.7361
2217,72776.29285
2218,68606.67292
2219,72970.57007
2220,63821.21703
2221,332432.7923
2222,295751.4663
2223,301607.6763
2224,201220.0335
2225,122726.9474
2226,199990.3188
2227,196130.8797
2228,265195.5956
2229,218376.7732
2230,151780.1301
2231,203060.3226
2232,183840.0641
2233,184950.1323
2234,258793.4877
2235,259550.0388
2236,267135.3192
2237,318089.1189
2238,188586.0642
2239,116781.4377
2240,164401.1384
2241,148284.8556
2242,126024.1581
2243,135614.7035
2244,111560.3873
2245,102777.2626
2246,139399.8798
2247,105063.7129
2248,132251.2807
2249,129041.5623
2250,139076.8987
2251,127675.0172
2252,166990.6522
2253,145051.5264
2254,173824.1292
2255,183981.9725
2256,186006.3769
2257,205967.5891
2258,163721.6593
2259,167481.879
2260,170800.1004
2261,185283.7826
2262,223713.5716
2263,314129.096
2264,343297.3192
2265,181790.1943
2266,270258.1148
2267,351681.0411
2268,342505.8504
2269,154862.0966
2270,187941.3684
2271,203902.4694
2272,195740.0022
2273,171376.773
2274,168859.2519
2275,173059.5419
2276,186258.4167
2277,182900.2757
2278,139626.878
2279,136164.2841
2280,121684.9078
2281,177184.4334
2282,196850.097
2283,107862.6914
2284,111880.4169
2285,136503.7641
2286,120997.1617
2287,334868.0743
2288,260129.2224
2289,342916.7544
2290,384170.5552
2291,301636.1239
2292,397287.5852
2293,417243.8444
2294,370444.8124
2295,360124.2564
2296,241558.2672
2297,306418.8935
2298,326654.575
2299,333165.2322
2300,327929.702
2301,255312.4435
2302,232449.3192
2303,237667.2513
2304,236596.2965
2305,194273.7328
2306,204159.8246
2307,198289.2838
2308,234662.6353
2309,274622.3922
2310,220743.6741
2311,206202.849
2312,179831.8668
2313,176562.019
2314,169956.2753
2315,177247.9943
2316,185684.8906
2317,189978.1289
2318,179647.4947
2319,180031.972
2320,181955.918
2321,242616.0903
2322,164736.826
2323,172278.5801
2324,156524.3876
2325,206286.568
2326,153282.0186
2327,212526.65
2328,233183.9429
2329,176774.4559
2330,173047.5681
2331,317209.1964
2332,317389.3392
2333,307151.267
2334,256594.3317
2335,247669.8046
2336,305539.4285
2337,197182.5083
2338,252223.5252
2339,225575.3684
2340,335060.8426
2341,204912.5968
2342,222854.3955
2343,220452.8386
2344,225033.4261
2345,232111.3863
2346,218073.5696
2347,192716.6888
2348,227998.1345
2349,196382.9864
2350,264438.2411
2351,253861.2743
2352,245654.3703
2353,272966.5792
2354,135045.0825
2355,141890.7479
2356,153771.7753
2357,201995.9021
2358,211146.348
2359,131113.7013
2360,120511.4802
2361,133028.4665
2362,281617.2972
2363,134667.1854
2364,161817.7595
2365,219119.3573
2366,170799.729
2367,217571.0865
2368,221464.093
2369,218801.3887
2370,161531.93
2371,178041.181
2372,191667.104
2373,285521.1474
2374,311357.45
2375,250411.7704
2376,274580.9264
2377,324247.0717
2378,127248.7899
2379,170281.2523
2380,138598.1681
2381,164005.6758
2382,165620.9664
2383,196972.7627
2384,240297.4125
2385,151601.0968
2386,128204.717
2387,135617.4029
2388,97034.38204
2389,127526.5439
2390,148035.3291
2391,145470.322
2392,113881.3112
2393,156667.7427
2394,140003.6622
2395,200345.4456
2396,136292.6513
2397,200170.8802
2398,139728.0928
2399,63891.32745
2400,62995.41017
2401,112710.3744
2402,134234.3959
2403,136206.9858
2404,143841.5489
2405,153584.0067
2406,140287.3814
2407,123702.2217
2408,132545.8675
2409,132127.2889
2410,162049.6196
2411,122106.3473
2412,163942.8266
2413,135416.4216
2414,134631.4995
2415,134514.8056
2416,120534.4476
2417,124797.8162
2418,121643.5653
2419,126095.8115
2420,132699.652
2421,140759.9111
2422,119418.1879
2423,140316.2777
2424,152061.6832
2425,217239.0152
2426,132476.4077
2427,141442.7228
2428,159734.1677
2429,122585.6514
2430,127513.8486
2431,113675.6465
2432,140408.5819
2433,156371.1461
2434,144670.9209
2435,164206.6514
2436,101014.6939
2437,106964.4062
2438,128744.9439
2439,112366.1031
2440,110793.9287
2441,97394.76085
2442,106895.3683
2443,118023.2669
2444,133576.4704
2445,77731.67075
2446,116230.5513
2447,165381.4937
2448,133908.7558
2449,97774.14628
2450,143155.2601
2451,132266.738
2452,197317.8609
2453,88548.25755
2454,128937.4688
2455,118092.7853
2456,120117.8309
2457,118949.2853
2458,125844.5677
2459,105715.3786
2460,127964.9202
2461,105798.8541
2462,138009.6812
2463,115002.0353
2464,157286.2006
2465,119937.1151
2466,107215.259
2467,131862.8003
2468,80567.51523
2469,75468.67237
2470,185805.896
2471,204982.7447
2472,157166.1661
2473,107864.7468
2474,105412.2564
2475,182714.9182
2476,115213.091
2477,127963.7745
2478,161611.4797
2479,109617.7742
2480,140868.6903
2481,131474.1286
2482,134544.8558
2483,118018.3027
2484,108794.9843
2485,112785.257
2486,160950.4361
2487,216833.7341
2488,147995.2583
2489,140266.9745
2490,160439.3872
2491,94681.78447
2492,160831.6225
2493,154961.43
2494,138492.5357
2495,96497.83543
2496,243434.5586
2497,144278.6419
2498,117669.4857
2499,88654.80379
2500,127178.022
2501,145977.7395
2502,141679.6326
2503,92837.43295
2504,150189.4732
2505,228348.4134
2506,233160.4615
2507,290802.0219
2508,230163.9913
2509,205959.9792
2510,223814.7622
2511,172008.9034
2512,209036.9759
2513,219804.8419
2514,208448.6866
2515,148764.7045
2516,157886.6035
2517,148991.9133
2518,153222.8169
2519,233896.4427
2520,203725.8863
2521,194351.6054
2522,223674.353
2523,135580.3234
2524,132744.3051
2525,139157.6202
2526,135994.5288
2527,127448.2738
2528,133411.2643
2529,138890.9948
2530,130550.877
2531,254484.8152
2532,220741.6917
2533,199675.5156
2534,233791.28
2535,310528.1147
2536,240589.6477
2537,234235.7176
2538,184121.9631
2539,178213.0393
2540,180359.3134
2541,179926.0876
2542,178999.5681
2543,141171.6454
2544,123399.7876
2545,144078.4463
2546,126984.1343
2547,140128.4736
2548,144045.3424
2549,153540.8871
2550,399982.3933
2551,140325.2779
2552,127327.109
2553,69605.62359
2554,98361.05505
2555,121300.982
2556,116961.7053
2557,116143.159
2558,161316.9168
2559,143759.746
2560,144185.952
2561,146771.3966
2562,138729.19
2563,159621.2198
2564,176417.4626
2565,146689.5985
2566,167152.3807
2567,134440.1986
2568,193169.7362
2569,187309.9679
2570,129264.3486
2571,201688.8148
2572,149546.8898
2573,206161.8711
2574,297535.9996
2575,123739.3347
2576,133133.8501
2577,183225.6546
2578,83393.64604
2579,74306.53878
2580,111548.4087
2581,109402.1121
2582,104043.3193
2583,267615.8826
2584,149426.5521
2585,196215.3664
2586,219917.1092
2587,195800.0401
2588,128941.1807
2589,141028.3068
2590,230352.5283
2591,214474.6073
2592,217684.5086
2593,241191.8345
2594,178331.2656
2595,190799.1703
2596,298902.5609
2597,215079.9564
2598,282635.7972
2599,301512.9734
2600,143439.1981
2601,143148.0009
2602,88448.2424
2603,97022.15694
2604,91481.25418
2605,71847.93706
2606,152165.6338
2607,189751.8473
2608,194634.1271
2609,164409.9003
2610,117361.4281
2611,127461.0794
2612,149955.8857
2613,138049.5768
2614,132792.751
2615,145041.1299
2616,138203.145
2617,175454.7382
2618,226658.1509
2619,202349.6487
2620,170291.1052
2621,179984.4523
2622,179486.6419
2623,237948.6902
2624,266709.9889
2625,323252.7132
2626,167586.1986
2627,166881.6322
2628,380799.6898
2629,436501.6371
2630,300669.3072
2631,361060.424
2632,360967.5582
2633,301755.5466
2634,377572.9055
2635,148274.5008
2636,174815.1986
2637,176770.6569
2638,251200.8776
2639,179101.8321
2640,144049.5197
2641,111077.0933
2642,224783.4133
2643,101594.9281
2644,121888.2312
2645,102491.5984
2646,94676.65455
2647,104638.6097
2648,134704.6788
2649,145851.4661
2650,126083.3712
2651,142632.1261
2652,334128.6874
2653,241238.6729
2654,249858.3604
2655,361347.1747
2656,261890.8446
2657,317020.7531
2658,276096.1489
2659,296617.808
2660,316964.2725
2661,321508.7659
2662,305979.9659
2663,267935.508
2664,265252.4055
2665,301188.0091
2666,270094.4256
2667,173407.5092
2668,178533.2307
2669,181199.7443
2670,247427.2574
2671,180714.5527
2672,172774.1396
2673,214019.89
2674,209200.2107
2675,159769.7258
2676,182623.9631
2677,190112.061
2678,232760.0311
2679,243769.5262
2680,243607.01
2681,344645.6421
2682,311736.1166
2683,416164.3027
2684,292089.9395
2685,307725.9803
2686,236007.676
2687,281344.6957
2688,211443.1987
2689,198274.3309
2690,353869.0801
2691,200079.4243
2692,133085.1419
2693,188184.3195
2694,135634.8728
2695,194934.9509
2696,181989.7991
2697,186474.1339
2698,201822.4684
2699,192288.4381
2700,169458.8402
2701,151707.7884
2702,114219.2515
2703,118688.2052
2704,137348.5859
2705,125109.7734
2706,122177.5389
2707,121963.3381
2708,134623.9503
2709,104057.6827
2710,126159.848
2711,269201.2288
2712,334287.6443
2713,164207.4655
2714,153704.5456
2715,171904.3433
2716,142804.9831
2717,206365.7955
2718,228059.1217
2719,154356.5162
2720,163160.7699
2721,131333.5574
2722,164353.4852
2723,144195.522
2724,134814.0365
2725,128800.5983
2726,143848.2256
2727,169431.4027
2728,156944.8572
2729,152287.6601
2730,147053.0483
2731,129827.9829
2732,133495.9096
2733,155421.0645
2734,145718.8053
2735,130391.9232
2736,143412.2416
2737,127454.562
2738,134514.8056
2739,158359.2467
2740,127360.017
2741,152689.4182
2742,139581.4383
2743,139360.1782
2744,150427.0533
2745,134207.1835
2746,136529.0412
2747,143222.9265
2748,119571.4156
2749,135689.0197
2750,128158.1087
2751,135020.0715
2752,171305.142
2753,129492.6641
2754,231969.4065
2755,115264.3341
2756,98537.82023
2757,79735.2411
2758,96465.89462
2759,144959.3373
2760,136409.8419
2761,138856.8024
2762,138830.9261
2763,165193.9534
2764,149827.1408
2765,271220.0755
2766,127034.2442
2767,89822.98739
2768,126561.2058
2769,144201.3996
2770,126626.5349
2771,124788.1331
2772,112679.1874
2773,172085.7957
2774,124807.8495
2775,114918.0547
2776,129393.0527
2777,129642.6412
2778,84839.07856
2779,141604.6093
2780,81208.4136
2781,93631.90538
2782,99696.40216
2783,103330.6323
2784,120545.8732
2785,119119.5447
2786,80943.57868
2787,107345.0332
2788,80276.1205
2789,173548.2648
2790,80334.72553
2791,107657.2738
2792,54755.88142
2793,179642.7502
2794,95204.73369
2795,114367.6938
2796,94591.38527
2797,189298.1344
2798,101570.0727
2799,118394.0163
2800,65465.84184
2801,104699.1049
2802,143751.7304
2803,178606.5892
2804,122667.6754
2805,101072.7651
2806,74712.09693
2807,143544.6953
2808,145381.0677
2809,131875.9568
2810,129550.147
2811,149762.4701
2812,150081.5931
2813,206954.8337
2814,174829.6749
2815,104763.7443
2816,217459.4173
2817,144906.1922
2818,133664.9435
2819,167574.7922
2820,137788.5269
2821,119483.2839
2822,180729.5503
2823,271952.972
2824,180163.4978
2825,156134.6021
2826,129129.9672
2827,128181.7641
2828,271398.7746
2829,193212.8077
2830,221561.3942
2831,174829.5513
2832,264530.1612
2833,271762.899
2834,222475.7924
2835,222804.9121
2836,190182.8182
2837,155274.3676
2838,154953.4643
2839,178969.3702
2840,196470.7547
2841,199643.8511
2842,217298.5095
2843,145824.4501
2844,133827.0905
2845,118254.0328
2846,204360.2376
2847,189006.9939
2848,209100.9973
2849,209313.41
2850,252448.231
2851,227872.4044
2852,216884.7317
2853,232442.9575
2854,137335.1247
2855,210155.7587
2856,197464.1257
2857,190182.8182
2858,207250.5991
2859,135597.4427
2860,124086.9673
2861,148970.3388
2862,199246.9403
2863,130519.4665
2864,246095.3831
2865,137517.9778
2866,143909.0272
2867,101925.0775
2868,91863.44636
2869,103278.4923
2870,130595.3646
2871,107562.8525
2872,59792.55225
2873,102479.5984
2874,121218.0633
2875,112934.3412
2876,150762.3242
2877,122646.472
2878,155849.2876
2879,138245.6829
2880,98952.99588
2881,145292.5743
2882,189818.3979
2883,195433.1055
2884,181451.1309
2885,185569.0431
2886,242363.69
2887,93094.78153
2888,120562.828
2889,59166.70673
2890,89658.1873
2891,122033.4758
2892,38197.56637
2893,67971.1868
2894,48705.75927
2895,306756.7804
2896,296363.0273
2897,203391.2975
2898,151392.2605
2899,228595.2474
2900,143094.9818
2901,213501.6362
2902,206037.3653
2903,329012.0979
2904,302554.1567
2905,69118.48853
2906,185257.7471
2907,116896.8099
2908,129944.7411
2909,146174.8486
2910,80221.48338
2911,84131.36019
2912,144419.202
2913,95849.59034
2914,81460.56488
2915,84110.54073
2916,87498.21695
2917,160396.5317
2918,129217.433
2919,201210.607
